District,Season,Wheat Area (ha),Wheat Production (tonnes),Wheat Yield (kg/ha),Source,Source URL,Verification Status
M.B.Din,2021-22,127070,355700,2799,CRS Punjab - Rabi Crops Estimates 2021-22,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202021-22.pdf,Verified: directly reported (CRS final estimate)
M.B.Din,2022-23,133500,432400,3238,CRS Punjab - Final Rabi Estimates 2022-23,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202022-23.pdf,Verified: directly reported (CRS final estimate)
Mianwali,2010-11,171990,411980,2395,CRS Punjab - Rabi Crops Estimates 2011-12 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Rabi%20Book%20All%20estimates%202011-12_0.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Mianwali,2011-12,175230,386240,2204,CRS Punjab - Rabi Crops Estimates 2011-12,https://agripunjab.punjab.gov.pk/system/files/Rabi%20Book%20All%20estimates%202011-12_0.pdf,Verified: directly reported (CRS final estimate)
Mianwali,2012-13,173210,434100,2506,CRS Punjab - Rabi Crop Estimates Data Book 2013-14 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202013-14.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Mianwali,2013-14,178060,445820,2504,CRS Punjab - Rabi Crop Estimates Data Book 2013-14,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202013-14.pdf,Verified: directly reported (CRS final estimate)
Mianwali,2014-15,182110,323490,1776,CRS Punjab - Rabi Book 2015-16 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/RABI%20BOOK%202015-16_0.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Mianwali,2015-16,173610,353630,2036.92183629975,CRS Punjab - Rabi Book 2015-16,https://agripunjab.punjab.gov.pk/system/files/RABI%20BOOK%202015-16_0.pdf,"Verified: yield calculated from official area & production (printed total yield differs, see notes)"
Mianwali,2016-17,156210,456170,2920,CRS Punjab - Final Rabi Estimates 2017-18 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20%20Rabi%20Estimates%202017-18.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Mianwali,2017-18,156210,361210,2312,CRS Punjab - Final Rabi Estimates 2017-18,https://agripunjab.punjab.gov.pk/system/files/Final%20%20Rabi%20Estimates%202017-18.pdf,Verified: directly reported (CRS final estimate)
Mianwali,2018-19,152560,337090,2210,CRS Punjab - Final Rabi Estimates 2018-19,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202018-19.pdf,Verified: directly reported (CRS final estimate)
Mianwali,2020-21,211240,581020,2750,CRS Punjab - Rabi Crops Estimates 2021-22 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202021-22.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Mianwali,2021-22,200320,539960,2695,CRS Punjab - Rabi Crops Estimates 2021-22,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202021-22.pdf,Verified: directly reported (CRS final estimate)
Mianwali,2022-23,190200,588500,3094,CRS Punjab - Final Rabi Estimates 2022-23,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202022-23.pdf,Verified: directly reported (CRS final estimate)
Multan,2010-11,185340,520870,2810,CRS Punjab - Rabi Crops Estimates 2011-12 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Rabi%20Book%20All%20estimates%202011-12_0.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Multan,2011-12,167140,434510,2600,CRS Punjab - Rabi Crops Estimates 2011-12,https://agripunjab.punjab.gov.pk/system/files/Rabi%20Book%20All%20estimates%202011-12_0.pdf,Verified: directly reported (CRS final estimate)
Multan,2012-13,173200,503460,2907,CRS Punjab - Rabi Crop Estimates Data Book 2013-14 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202013-14.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Multan,2013-14,184530,544750,2952,CRS Punjab - Rabi Crop Estimates Data Book 2013-14,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202013-14.pdf,Verified: directly reported (CRS final estimate)
Multan,2014-15,191000,577220,3022,CRS Punjab - Rabi Book 2015-16 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/RABI%20BOOK%202015-16_0.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Multan,2015-16,186960,566050,3027.65297389816,CRS Punjab - Rabi Book 2015-16,https://agripunjab.punjab.gov.pk/system/files/RABI%20BOOK%202015-16_0.pdf,"Verified: yield calculated from official area & production (printed total yield differs, see notes)"
Multan,2016-17,189790,615540,3243,CRS Punjab - Final Rabi Estimates 2017-18 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20%20Rabi%20Estimates%202017-18.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Multan,2017-18,190610,612310,3212,CRS Punjab - Final Rabi Estimates 2017-18,https://agripunjab.punjab.gov.pk/system/files/Final%20%20Rabi%20Estimates%202017-18.pdf,Verified: directly reported (CRS final estimate)
Multan,2018-19,186560,581930,3119,CRS Punjab - Final Rabi Estimates 2018-19,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202018-19.pdf,Verified: directly reported (CRS final estimate)
Multan,2020-21,166730,568560,3410,CRS Punjab - Rabi Crops Estimates 2021-22 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202021-22.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Multan,2021-22,176840,642040,3631,CRS Punjab - Rabi Crops Estimates 2021-22,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202021-22.pdf,Verified: directly reported (CRS final estimate)
Multan,2022-23,173200,641500,3704,CRS Punjab - Final Rabi Estimates 2022-23,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202022-23.pdf,Verified: directly reported (CRS final estimate)
Muree,2022-23,5700,8500,1494,CRS Punjab - Final Rabi Estimates 2022-23,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202022-23.pdf,Verified: directly reported (CRS final estimate); NEW DISTRICT (no earlier seasons)
Muzaffargarh,2010-11,308370,891530,2891,CRS Punjab - Rabi Crops Estimates 2011-12 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Rabi%20Book%20All%20estimates%202011-12_0.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Muzaffargarh,2011-12,299050,823180,2752,CRS Punjab - Rabi Crops Estimates 2011-12,https://agripunjab.punjab.gov.pk/system/files/Rabi%20Book%20All%20estimates%202011-12_0.pdf,Verified: directly reported (CRS final estimate)
Muzaffargarh,2012-13,291370,816940,2804,CRS Punjab - Rabi Crop Estimates Data Book 2013-14 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202013-14.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Muzaffargarh,2013-14,312410,878710,2813,CRS Punjab - Rabi Crop Estimates Data Book 2013-14,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202013-14.pdf,Verified: directly reported (CRS final estimate)
Muzaffargarh,2014-15,313220,874630,2793,CRS Punjab - Rabi Book 2015-16 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/RABI%20BOOK%202015-16_0.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Muzaffargarh,2015-16,303910,876210,2883.12329308019,CRS Punjab - Rabi Book 2015-16,https://agripunjab.punjab.gov.pk/system/files/RABI%20BOOK%202015-16_0.pdf,"Verified: yield calculated from official area & production (printed total yield differs, see notes)"
Muzaffargarh,2016-17,288540,917650,3180,CRS Punjab - Final Rabi Estimates 2017-18 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20%20Rabi%20Estimates%202017-18.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Muzaffargarh,2017-18,287730,905670,3148,CRS Punjab - Final Rabi Estimates 2017-18,https://agripunjab.punjab.gov.pk/system/files/Final%20%20Rabi%20Estimates%202017-18.pdf,Verified: directly reported (CRS final estimate)
Muzaffargarh,2018-19,295820,908910,3072,CRS Punjab - Final Rabi Estimates 2018-19,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202018-19.pdf,Verified: directly reported (CRS final estimate)
Muzaffargarh,2020-21,257380,811790,3154,CRS Punjab - Rabi Crops Estimates 2021-22 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202021-22.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Muzaffargarh,2021-22,242400,736050,3036,CRS Punjab - Rabi Crops Estimates 2021-22,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202021-22.pdf,Verified: directly reported (CRS final estimate)
Muzzafargargh,2022-23,141200,461000,3264,CRS Punjab - Final Rabi Estimates 2022-23,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202022-23.pdf,Verified: directly reported (CRS final estimate); BOUNDARY CHANGE: area reduced when Kot Addu District was carved out - not comparable with earlier seasons
Nankana Sahib,2010-11,113710,340870,2998,CRS Punjab - Rabi Crops Estimates 2011-12 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Rabi%20Book%20All%20estimates%202011-12_0.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Nankana Sahib,2011-12,112500,351550,3125,CRS Punjab - Rabi Crops Estimates 2011-12,https://agripunjab.punjab.gov.pk/system/files/Rabi%20Book%20All%20estimates%202011-12_0.pdf,Verified: directly reported (CRS final estimate)
Nankana Sahib,2012-13,118570,367670,3101,CRS Punjab - Rabi Crop Estimates Data Book 2013-14 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202013-14.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Nankana Sahib,2013-14,124640,387300,3107,CRS Punjab - Rabi Crop Estimates Data Book 2013-14,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202013-14.pdf,Verified: directly reported (CRS final estimate)
Nankana Sahib,2014-15,126260,420280,3329,CRS Punjab - Rabi Book 2015-16 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/RABI%20BOOK%202015-16_0.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Nankana Sahib,2015-16,124240,400940,3227,CRS Punjab - Rabi Book 2015-16,https://agripunjab.punjab.gov.pk/system/files/RABI%20BOOK%202015-16_0.pdf,Verified: directly reported (CRS final estimate)
Nankana Sahib,2016-17,121810,422420,3468,CRS Punjab - Final Rabi Estimates 2017-18 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20%20Rabi%20Estimates%202017-18.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Nankana Sahib,2017-18,120590,391520,3247,CRS Punjab - Final Rabi Estimates 2017-18,https://agripunjab.punjab.gov.pk/system/files/Final%20%20Rabi%20Estimates%202017-18.pdf,Verified: directly reported (CRS final estimate)
Nankana Sahib,2018-19,119380,380530,3188,CRS Punjab - Final Rabi Estimates 2018-19,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202018-19.pdf,Verified: directly reported (CRS final estimate)
Nankana Sahib,2020-21,130310,486350,3732,CRS Punjab - Rabi Crops Estimates 2021-22 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202021-22.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Nankana Sahib,2021-22,125450,427180,3405,CRS Punjab - Rabi Crops Estimates 2021-22,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202021-22.pdf,Verified: directly reported (CRS final estimate)
Nankana Sahib,2022-23,128700,456000,3544,CRS Punjab - Final Rabi Estimates 2022-23,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202022-23.pdf,Verified: directly reported (CRS final estimate)
Narowal,2010-11,162680,381760,2346,CRS Punjab - Rabi Crops Estimates 2011-12 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Rabi%20Book%20All%20estimates%202011-12_0.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Narowal,2011-12,168750,372870,2210,CRS Punjab - Rabi Crops Estimates 2011-12,https://agripunjab.punjab.gov.pk/system/files/Rabi%20Book%20All%20estimates%202011-12_0.pdf,Verified: directly reported (CRS final estimate)
Narowal,2012-13,163090,396840,2433,CRS Punjab - Rabi Crop Estimates Data Book 2013-14 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202013-14.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Narowal,2013-14,163890,405340,2473,CRS Punjab - Rabi Crop Estimates Data Book 2013-14,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202013-14.pdf,Verified: directly reported (CRS final estimate)
Narowal,2014-15,163490,287920,1761,CRS Punjab - Rabi Book 2015-16 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/RABI%20BOOK%202015-16_0.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Narowal,2015-16,147300,306980,2084.04616429056,CRS Punjab - Rabi Book 2015-16,https://agripunjab.punjab.gov.pk/system/files/RABI%20BOOK%202015-16_0.pdf,"Verified: yield calculated from official area & production (printed total yield differs, see notes)"
Narowal,2016-17,145690,356560,2448,CRS Punjab - Final Rabi Estimates 2017-18 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20%20Rabi%20Estimates%202017-18.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Narowal,2017-18,146490,383320,2617,CRS Punjab - Final Rabi Estimates 2017-18,https://agripunjab.punjab.gov.pk/system/files/Final%20%20Rabi%20Estimates%202017-18.pdf,Verified: directly reported (CRS final estimate)
Narowal,2018-19,144070,314120,2180,CRS Punjab - Final Rabi Estimates 2018-19,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202018-19.pdf,Verified: directly reported (CRS final estimate)
Narowal,2020-21,114120,301080,2638,CRS Punjab - Rabi Crops Estimates 2021-22 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202021-22.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Narowal,2021-22,123430,279720,2266,CRS Punjab - Rabi Crops Estimates 2021-22,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202021-22.pdf,Verified: directly reported (CRS final estimate)
Narowal,2022-23,126300,364800,2889,CRS Punjab - Final Rabi Estimates 2022-23,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202022-23.pdf,Verified: directly reported (CRS final estimate)
Okara,2010-11,218520,782740,3582,CRS Punjab - Rabi Crops Estimates 2011-12 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Rabi%20Book%20All%20estimates%202011-12_0.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Okara,2011-12,204760,726610,3548,CRS Punjab - Rabi Crops Estimates 2011-12,https://agripunjab.punjab.gov.pk/system/files/Rabi%20Book%20All%20estimates%202011-12_0.pdf,Verified: directly reported (CRS final estimate)
Okara,2012-13,214480,765560,3569,CRS Punjab - Rabi Crop Estimates Data Book 2013-14 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202013-14.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Okara,2013-14,227020,814530,3588,CRS Punjab - Rabi Crop Estimates Data Book 2013-14,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202013-14.pdf,Verified: directly reported (CRS final estimate)
Okara,2014-15,205170,711340,3467,CRS Punjab - Rabi Book 2015-16 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/RABI%20BOOK%202015-16_0.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Okara,2015-16,204770,651010,3179,CRS Punjab - Rabi Book 2015-16,https://agripunjab.punjab.gov.pk/system/files/RABI%20BOOK%202015-16_0.pdf,Verified: directly reported (CRS final estimate)
Okara,2016-17,206790,707600,3422,CRS Punjab - Final Rabi Estimates 2017-18 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20%20Rabi%20Estimates%202017-18.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Okara,2017-18,201930,642930,3184,CRS Punjab - Final Rabi Estimates 2017-18,https://agripunjab.punjab.gov.pk/system/files/Final%20%20Rabi%20Estimates%202017-18.pdf,Verified: directly reported (CRS final estimate)
Okara,2018-19,181700,598620,3295,CRS Punjab - Final Rabi Estimates 2018-19,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202018-19.pdf,Verified: directly reported (CRS final estimate)
Okara,2020-21,151750,571500,3766,CRS Punjab - Rabi Crops Estimates 2021-22 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202021-22.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Okara,2021-22,133140,502580,3775,CRS Punjab - Rabi Crops Estimates 2021-22,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202021-22.pdf,Verified: directly reported (CRS final estimate)
Okara,2022-23,129100,506400,3923,CRS Punjab - Final Rabi Estimates 2022-23,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202022-23.pdf,Verified: directly reported (CRS final estimate)
Pakpattan,2010-11,147300,555270,3770,CRS Punjab - Rabi Crops Estimates 2011-12 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Rabi%20Book%20All%20estimates%202011-12_0.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Pakpattan,2011-12,141230,474810,3362,CRS Punjab - Rabi Crops Estimates 2011-12,https://agripunjab.punjab.gov.pk/system/files/Rabi%20Book%20All%20estimates%202011-12_0.pdf,Verified: directly reported (CRS final estimate)
Pakpattan,2012-13,151760,530200,3494,CRS Punjab - Rabi Crop Estimates Data Book 2013-14 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202013-14.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Pakpattan,2013-14,157820,560430,3551,CRS Punjab - Rabi Crop Estimates Data Book 2013-14,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202013-14.pdf,Verified: directly reported (CRS final estimate)
Pakpattan,2014-15,154180,518770,3365,CRS Punjab - Rabi Book 2015-16 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/RABI%20BOOK%202015-16_0.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Pakpattan,2015-16,162280,555130,3421,CRS Punjab - Rabi Book 2015-16,https://agripunjab.punjab.gov.pk/system/files/RABI%20BOOK%202015-16_0.pdf,Verified: directly reported (CRS final estimate)
Pakpattan,2016-17,144470,510880,3536,CRS Punjab - Final Rabi Estimates 2017-18 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20%20Rabi%20Estimates%202017-18.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Pakpattan,2017-18,133540,463370,3470,CRS Punjab - Final Rabi Estimates 2017-18,https://agripunjab.punjab.gov.pk/system/files/Final%20%20Rabi%20Estimates%202017-18.pdf,Verified: directly reported (CRS final estimate)
Pakpattan,2018-19,123020,431740,3509,CRS Punjab - Final Rabi Estimates 2018-19,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202018-19.pdf,Verified: directly reported (CRS final estimate)
Pakpattan,2020-21,111290,405350,3642,CRS Punjab - Rabi Crops Estimates 2021-22 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202021-22.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Pakpattan,2021-22,93890,323500,3446,CRS Punjab - Rabi Crops Estimates 2021-22,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202021-22.pdf,Verified: directly reported (CRS final estimate)
Pakpattan,2022-23,85400,324800,3804,CRS Punjab - Final Rabi Estimates 2022-23,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202022-23.pdf,Verified: directly reported (CRS final estimate)
Rahim Yar Khan,2010-11,301890,941940,3120,CRS Punjab - Rabi Crops Estimates 2011-12 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Rabi%20Book%20All%20estimates%202011-12_0.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Rahim Yar Khan,2011-12,285700,887160,3105,CRS Punjab - Rabi Crops Estimates 2011-12,https://agripunjab.punjab.gov.pk/system/files/Rabi%20Book%20All%20estimates%202011-12_0.pdf,Verified: directly reported (CRS final estimate)
Rahim Yar Khan,2012-13,279230,929950,3330,CRS Punjab - Rabi Crop Estimates Data Book 2013-14 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202013-14.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Rahim Yar Khan,2013-14,293390,988580,3369,CRS Punjab - Rabi Crop Estimates Data Book 2013-14,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202013-14.pdf,Verified: directly reported (CRS final estimate)
Rahim Yar Khan,2014-15,324950,1025580,3156,CRS Punjab - Rabi Book 2015-16 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/RABI%20BOOK%202015-16_0.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Rahim Yar Khan,2015-16,309170,1015970,3288,CRS Punjab - Rabi Book 2015-16,https://agripunjab.punjab.gov.pk/system/files/RABI%20BOOK%202015-16_0.pdf,Verified: directly reported (CRS final estimate)
Rahim Yar Khan,2016-17,279220,953730,3415,CRS Punjab - Final Rabi Estimates 2017-18 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20%20Rabi%20Estimates%202017-18.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Rahim Yar Khan,2017-18,275180,817560,2971,CRS Punjab - Final Rabi Estimates 2017-18,https://agripunjab.punjab.gov.pk/system/files/Final%20%20Rabi%20Estimates%202017-18.pdf,Verified: directly reported (CRS final estimate)
Rahim Yar Khan,2018-19,322130,1025440,3183,CRS Punjab - Final Rabi Estimates 2018-19,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202018-19.pdf,Verified: directly reported (CRS final estimate)
R.Y. Khan,2020-21,296630,1037050,3496,CRS Punjab - Rabi Crops Estimates 2021-22 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202021-22.pdf,Verified: directly reported (CRS prior-year column of the following season report); printed area total corrected from printed components (see notes)
R.Y. Khan,2021-22,277200,1028050,3709,CRS Punjab - Rabi Crops Estimates 2021-22,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202021-22.pdf,Verified: directly reported (CRS final estimate)
Rahim Yar Khan,2022-23,289300,1093700,3780,CRS Punjab - Final Rabi Estimates 2022-23,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202022-23.pdf,Verified: directly reported (CRS final estimate)
Rajan Pur,2010-11,174820,478400,2737,CRS Punjab - Rabi Crops Estimates 2011-12 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Rabi%20Book%20All%20estimates%202011-12_0.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Rajan Pur,2011-12,159440,376760,2363,CRS Punjab - Rabi Crops Estimates 2011-12,https://agripunjab.punjab.gov.pk/system/files/Rabi%20Book%20All%20estimates%202011-12_0.pdf,Verified: directly reported (CRS final estimate)
Rajan Pur,2012-13,165920,430210,2593,CRS Punjab - Rabi Crop Estimates Data Book 2013-14 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202013-14.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Rajan Pur,2013-14,176840,461230,2608,CRS Punjab - Rabi Crop Estimates Data Book 2013-14,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202013-14.pdf,Verified: directly reported (CRS final estimate)
Rajan Pur,2014-15,175220,495060,2825,CRS Punjab - Rabi Book 2015-16 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/RABI%20BOOK%202015-16_0.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Rajan Pur,2015-16,173600,534460,3078.6866359447,CRS Punjab - Rabi Book 2015-16,https://agripunjab.punjab.gov.pk/system/files/RABI%20BOOK%202015-16_0.pdf,"Verified: yield calculated from official area & production (printed total yield differs, see notes)"
Rajan Pur,2016-17,175230,595030,3396,CRS Punjab - Final Rabi Estimates 2017-18 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20%20Rabi%20Estimates%202017-18.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Rajan Pur,2017-18,178870,541300,3026,CRS Punjab - Final Rabi Estimates 2017-18,https://agripunjab.punjab.gov.pk/system/files/Final%20%20Rabi%20Estimates%202017-18.pdf,Verified: directly reported (CRS final estimate)
Rajan Pur,2018-19,184530,559920,3034,CRS Punjab - Final Rabi Estimates 2018-19,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202018-19.pdf,Verified: directly reported (CRS final estimate)
Rajan Pur,2020-21,200720,682530,3401,CRS Punjab - Rabi Crops Estimates 2021-22 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202021-22.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Rajan Pur,2021-22,193840,672210,3468,CRS Punjab - Rabi Crops Estimates 2021-22,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202021-22.pdf,Verified: directly reported (CRS final estimate)
Rajan Pur,2022-23,185300,649100,3503,CRS Punjab - Final Rabi Estimates 2022-23,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202022-23.pdf,Verified: directly reported (CRS final estimate)
Rawalpindi,2010-11,114930,158060,1375,CRS Punjab - Rabi Crops Estimates 2011-12 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Rabi%20Book%20All%20estimates%202011-12_0.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Rawalpindi,2011-12,116550,143740,1233,CRS Punjab - Rabi Crops Estimates 2011-12,https://agripunjab.punjab.gov.pk/system/files/Rabi%20Book%20All%20estimates%202011-12_0.pdf,Verified: directly reported (CRS final estimate)
Rawalpindi,2012-13,115740,211310,1826,CRS Punjab - Rabi Crop Estimates Data Book 2013-14 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202013-14.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Rawalpindi,2013-14,117360,164600,1403,CRS Punjab - Rabi Crop Estimates Data Book 2013-14,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202013-14.pdf,Verified: directly reported (CRS final estimate)
Rawalpindi,2014-15,110880,178960,1614,CRS Punjab - Rabi Book 2015-16 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/RABI%20BOOK%202015-16_0.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Rawalpindi,2015-16,110070,183820,1671,CRS Punjab - Rabi Book 2015-16,https://agripunjab.punjab.gov.pk/system/files/RABI%20BOOK%202015-16_0.pdf,Verified: directly reported (CRS final estimate)
Rawalpindi,2016-17,97130,119580,1231,CRS Punjab - Final Rabi Estimates 2017-18 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20%20Rabi%20Estimates%202017-18.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Rawalpindi,2017-18,104000,155860,1499,CRS Punjab - Final Rabi Estimates 2017-18,https://agripunjab.punjab.gov.pk/system/files/Final%20%20Rabi%20Estimates%202017-18.pdf,Verified: directly reported (CRS final estimate)
